origin,dest,distance,arr_delay
EWR,MCI,1092.0,456.0
JFK,PSE,1617.0,-20.0
JFK,SJU,1598.0,-24.0
JFK,BQN,1576.0,-12.0
JFK,SJU,1598.0,36.0
JFK,SYR,209.0,154.0
EWR,CLT,529.0,13.0
EWR,IAH,1400.0,-10.0
JFK,MIA,1089.0,-19.0
LGA,IAH,1416.0,12.0
JFK,BQN,1576.0,-23.0
JFK,FLL,1069.0,-16.0
JFK,PBI,1028.0,-10.0
LGA,FLL,1076.0,11.0
LGA,DFW,1389.0,21.0
JFK,TPA,1005.0,0.0
LGA,DTW,502.0,-7.0
LGA,IAD,229.0,1.0
LGA,ATL,762.0,0.0
LGA,CVG,585.0,9.0
LGA,ATL,762.0,23.0
JFK,SFO,2586.0,-15.0
EWR,LAS,2227.0,-52.0
EWR,MIA,1085.0,-1.0
EWR,CMH,463.0,25.0
EWR,MSP,1008.0,-27.0
EWR,CVG,569.0,4.0
JFK,MCO,944.0,0.0
LGA,MDW,725.0,12.0
LGA,DTW,502.0,-17.0
LGA,ORD,733.0,12.0
LGA,PHL,96.0,-13.0
LGA,ORD,733.0,-12.0
EWR,LAX,2454.0,-4.0
EWR,SFO,2565.0,-44.0
JFK,ATL,760.0,1.0
LGA,MSP,1020.0,5.0
EWR,MIA,1085.0,-11.0
EWR,FLL,1065.0,15.0
LGA,MEM,963.0,19.0
EWR,ATL,746.0,10.0
EWR,MDW,711.0,31.0
EWR,PBI,1023.0,11.0
JFK,SJU,1598.0,-7.0
JFK,LAX,2475.0,44.0
JFK,CLT,541.0,20.0
LGA,MIA,1096.0,-3.0
LGA,MSP,1020.0,-10.0
LGA,ATL,762.0,43.0
LGA,CLT,544.0,3.0
LGA,IAH,1416.0,1.0
EWR,DFW,1372.0,8.0
EWR,CLT,529.0,17.0
LGA,TPA,1010.0,3.0
EWR,BWI,169.0,15.0
EWR,IAD,212.0,11.0
EWR,CVG,569.0,17.0
EWR,PHX,2133.0,-4.0
JFK,RSW,1074.0,27.0
LGA,FLL,1076.0,6.0
LGA,BWI,185.0,-13.0
EWR,RDU,416.0,0.0
EWR,LAX,2454.0,1.0
LGA,ORD,733.0,-4.0
EWR,AUS,1504.0,17.0
EWR,PHX,2133.0,-9.0
EWR,BNA,748.0,23.0
JFK,PHX,2153.0,-6.0
EWR,CLE,404.0,6.0
JFK,BOS,187.0,-17.0
EWR,PBI,1023.0,-15.0
EWR,ATL,746.0,9.0
LGA,DFW,1389.0,33.0
JFK,BUF,301.0,-6.0
LGA,MCO,950.0,-5.0
LGA,CLT,544.0,13.0
LGA,DEN,1620.0,-27.0
EWR,BOS,200.0,-31.0
EWR,CLT,529.0,15.0
JFK,SLC,1990.0,-39.0
EWR,MCO,937.0,-12.0
JFK,SFO,2586.0,-59.0
EWR,FLL,1065.0,8.0
JFK,MCO,944.0,-4.0
JFK,LAS,2248.0,-13.0
JFK,LAX,2475.0,-3.0
LGA,PBI,1035.0,-4.0
LGA,MIA,1096.0,-5.0
JFK,FLL,1069.0,6.0
LGA,XNA,1147.0,34.0
LGA,DCA,214.0,-3.0
JFK,LAX,2475.0,-26.0
EWR,CLT,529.0,37.0
LGA,ORD,733.0,1.0
LGA,MIA,1096.0,2.0
LGA,MSY,1183.0,18.0
EWR,TPA,997.0,46.0
JFK,MSY,1182.0,26.0
LGA,DTW,502.0,-5.0
EWR,SJU,1608.0,-12.0
JFK,SJU,1598.0,29.0
EWR,ORD,719.0,-23.0
JFK,MIA,1089.0,-23.0
JFK,LAX,2475.0,-8.0
LGA,ATL,762.0,4.0
LGA,ORD,733.0,12.0
JFK,FLL,1069.0,-9.0
JFK,MCO,944.0,1.0
JFK,SFO,2586.0,-25.0
EWR,RSW,1068.0,-2.0
EWR,ORD,719.0,90.0
EWR,SEA,2402.0,-41.0
EWR,ORD,719.0,-3.0
JFK,SFO,2586.0,-36.0
EWR,SNA,2434.0,-4.0
EWR,DEN,1605.0,9.0
LGA,MKE,738.0,6.0
LGA,RSW,1080.0,8.0
JFK,SEA,2422.0,-45.0
JFK,SJU,1598.0,0.0
JFK,LAX,2475.0,5.0
JFK,SYR,209.0,24.0
LGA,IAH,1416.0,7.0
JFK,ROC,264.0,4.0
JFK,SFO,2586.0,-30.0
EWR,HOU,1411.0,20.0
EWR,BOS,200.0,-9.0
LGA,TPA,1010.0,6.0
LGA,ORD,733.0,-4.0
JFK,SFO,2586.0,-9.0
EWR,MCO,937.0,2.0
LGA,DEN,1620.0,10.0
EWR,GSO,445.0,12.0
LGA,DEN,1620.0,-14.0
JFK,PHL,94.0,1.0
EWR,ATL,746.0,10.0
LGA,DFW,1389.0,32.0
EWR,SFO,2565.0,-11.0
JFK,SRQ,1041.0,-3.0
EWR,PBI,1023.0,28.0
JFK,PIT,340.0,-3.0
EWR,GSP,594.0,-3.0
EWR,BTV,266.0,-6.0
EWR,IAH,1400.0,13.0
EWR,DCA,199.0,75.0
LGA,MCO,950.0,-4.0
EWR,MCO,937.0,6.0
JFK,FLL,1069.0,-18.0
LGA,ATL,762.0,-2.0
JFK,MIA,1089.0,-29.0
LGA,CLT,544.0,19.0
LGA,MIA,1096.0,-18.0
EWR,BOS,200.0,-18.0
JFK,MCO,944.0,-14.0
EWR,DFW,1372.0,56.0
JFK,RDU,427.0,-4.0
EWR,PDX,2434.0,-31.0
JFK,STT,1623.0,-15.0
JFK,FLL,1069.0,4.0
JFK,ATL,760.0,4.0
EWR,CLT,529.0,4.0
JFK,PIT,340.0,2.0
LGA,MSP,1020.0,-6.0
LGA,DEN,1620.0,4.0
JFK,TPA,1005.0,-5.0
LGA,BNA,764.0,-11.0
LGA,PBI,1035.0,-19.0
LGA,CMH,479.0,-2.0
JFK,DCA,213.0,-12.0
EWR,IND,645.0,142.0
JFK,ORD,740.0,8.0
JFK,BOS,187.0,6.0
JFK,CLT,541.0,39.0
JFK,SAN,2446.0,1.0
JFK,LAS,2248.0,24.0
JFK,JAX,828.0,12.0
JFK,SJU,1598.0,-11.0
EWR,DFW,1372.0,31.0
EWR,LAX,2454.0,-1.0
LGA,ATL,762.0,23.0
LGA,ORD,733.0,-23.0
LGA,RSW,1080.0,-16.0
LGA,STL,888.0,-13.0
EWR,MSP,1008.0,-5.0
EWR,OMA,1134.0,48.0
LGA,DEN,1620.0,18.0
JFK,SJU,1598.0,-14.0
LGA,ATL,762.0,-6.0
EWR,ORF,284.0,-3.0
JFK,DCA,213.0,-15.0
JFK,ORD,740.0,9.0
EWR,ROC,246.0,-16.0
LGA,DFW,1389.0,1.0
JFK,LAX,2475.0,-6.0
EWR,ORD,719.0,171.0
EWR,DAY,533.0,21.0
EWR,PHX,2133.0,41.0
EWR,MSP,1008.0,58.0
JFK,RDU,427.0,38.0
JFK,SJU,1598.0,13.0
LGA,RDU,431.0,-3.0
JFK,SFO,2586.0,21.0
EWR,SYR,195.0,1.0
JFK,BUF,301.0,70.0
LGA,CLE,419.0,-18.0
JFK,DTW,509.0,5.0
JFK,TPA,1005.0,12.0
EWR,DEN,1605.0,-11.0
EWR,CHS,628.0,3.0
JFK,MSP,1029.0,15.0
EWR,RSW,1068.0,-11.0
EWR,SAN,2425.0,-13.0
EWR,MEM,946.0,65.0
EWR,SEA,2402.0,-36.0
JFK,LAX,2475.0,5.0
EWR,MDW,711.0,22.0
EWR,DTW,488.0,-15.0
JFK,LAX,2475.0,-57.0
LGA,DTW,502.0,-29.0
JFK,MIA,1089.0,10.0
EWR,ATL,746.0,-5.0
LGA,ATL,762.0,-10.0
LGA,MIA,1096.0,-25.0
EWR,SFO,2565.0,48.0
EWR,RIC,277.0,27.0
EWR,LAX,2454.0,-12.0
EWR,CLE,404.0,11.0
LGA,IAH,1416.0,-16.0
LGA,MCO,950.0,-4.0
EWR,JAC,1874.0,2.0
EWR,ORD,719.0,-29.0
JFK,LAX,2475.0,-7.0
JFK,BTV,266.0,-1.0
JFK,FLL,1069.0,21.0
JFK,HNL,4983.0,-5.0
LGA,CLT,544.0,9.0
LGA,DTW,502.0,-6.0
JFK,IAD,228.0,16.0
EWR,IAH,1400.0,37.0
LGA,CLT,544.0,8.0
EWR,STT,1634.0,9.0
JFK,BOS,187.0,-1.0
EWR,GRR,605.0,57.0
LGA,DFW,1389.0,-5.0
EWR,DFW,1372.0,8.0
EWR,PIT,319.0,173.0
EWR,SJU,1608.0,10.0
JFK,RDU,427.0,16.0
LGA,FLL,1076.0,-5.0
JFK,LAS,2248.0,-16.0
EWR,JAX,820.0,84.0
JFK,AUS,1521.0,62.0
EWR,TPA,997.0,29.0
JFK,CLT,541.0,99.0
LGA,SRQ,1047.0,-4.0
EWR,EGE,1726.0,3.0
EWR,PBI,1023.0,15.0
EWR,DEN,1605.0,2.0
LGA,TPA,1010.0,2.0
EWR,FLL,1065.0,34.0
JFK,BUF,301.0,2.0
LGA,MKE,738.0,-10.0
EWR,PWM,284.0,52.0
JFK,PBI,1028.0,23.0
LGA,PBI,1035.0,22.0
EWR,MHT,209.0,97.0
EWR,DCA,199.0,12.0
LGA,ORD,733.0,-17.0
LGA,ATL,762.0,-1.0
EWR,RDU,416.0,72.0
JFK,PWM,273.0,-6.0
JFK,ROC,264.0,-5.0
LGA,IAD,229.0,-20.0
LGA,MDW,725.0,0.0
JFK,SFO,2586.0,-5.0
EWR,STL,872.0,23.0
EWR,MCO,937.0,-32.0
LGA,FLL,1076.0,-7.0
EWR,FLL,1065.0,9.0
EWR,PHX,2133.0,-18.0
EWR,SAV,708.0,46.0
JFK,BWI,184.0,85.0
JFK,LAX,2475.0,-7.0
EWR,DEN,1605.0,-2.0
LGA,CLT,544.0,14.0
JFK,CLT,541.0,14.0
EWR,ORD,719.0,-12.0
EWR,CLT,529.0,5.0
JFK,LAS,2248.0,-17.0
LGA,ATL,762.0,-10.0
JFK,PHX,2153.0,14.0
LGA,ATL,762.0,10.0
LGA,DFW,1389.0,0.0
EWR,CHS,628.0,12.0
JFK,BOS,187.0,-11.0
LGA,MSP,1020.0,-6.0
LGA,RDU,431.0,4.0
LGA,IAH,1416.0,-11.0
EWR,ATL,746.0,3.0
JFK,SFO,2586.0,-30.0
EWR,BUF,282.0,-14.0
EWR,BOS,200.0,0.0
EWR,AVL,583.0,63.0
JFK,MCO,944.0,2.0
EWR,FLL,1065.0,17.0
EWR,IND,645.0,19.0
JFK,LAX,2475.0,7.0
LGA,DTW,502.0,7.0
EWR,PBI,1023.0,4.0
LGA,MEM,963.0,7.0
EWR,ORD,719.0,-6.0
LGA,FLL,1076.0,-14.0
LGA,BNA,764.0,73.0
JFK,SLC,1990.0,-23.0
EWR,SFO,2565.0,-44.0
EWR,RSW,1068.0,28.0
LGA,DFW,1389.0,-9.0
LGA,MCO,950.0,-10.0
LGA,BOS,184.0,-25.0
JFK,MCO,944.0,98.0
LGA,ATL,762.0,2.0
JFK,DCA,213.0,-8.0
EWR,LAS,2227.0,-26.0
LGA,DCA,214.0,-14.0
EWR,PBI,1023.0,26.0
JFK,SFO,2586.0,-48.0
EWR,IAH,1400.0,15.0
JFK,SFO,2586.0,-30.0
LGA,BWI,185.0,-14.0
LGA,MIA,1096.0,5.0
JFK,BTV,266.0,-6.0
LGA,DTW,502.0,-3.0
LGA,CMH,479.0,3.0
LGA,ORD,733.0,21.0
LGA,MIA,1096.0,17.0
LGA,PIT,335.0,-2.0
JFK,MCO,944.0,-23.0
LGA,DEN,1620.0,54.0
LGA,ORD,733.0,10.0
LGA,CLT,544.0,8.0
EWR,DTW,488.0,46.0
JFK,LAX,2475.0,-32.0
LGA,RSW,1080.0,-4.0
LGA,STL,888.0,8.0
JFK,RSW,1074.0,-6.0
EWR,TPA,997.0,-23.0
EWR,SJU,1608.0,-23.0
JFK,LAX,2475.0,-14.0
JFK,FLL,1069.0,24.0
LGA,PBI,1035.0,-9.0
EWR,MIA,1085.0,-9.0
EWR,ATL,746.0,3.0
EWR,SNA,2434.0,-32.0
LGA,MSP,1020.0,11.0
LGA,MSP,1020.0,-2.0
LGA,CAK,397.0,-9.0
LGA,TPA,1010.0,-7.0
JFK,DCA,213.0,-2.0
LGA,DFW,1389.0,0.0
EWR,MCO,937.0,-11.0
JFK,HOU,1428.0,15.0
JFK,LAX,2475.0,-20.0
LGA,ATL,762.0,-3.0
EWR,BOS,200.0,-26.0
EWR,BOS,200.0,-19.0
LGA,MSY,1183.0,1.0
EWR,RDU,416.0,33.0
LGA,FLL,1076.0,-7.0
JFK,CLT,541.0,12.0
EWR,STL,872.0,43.0
EWR,IAH,1400.0,8.0
JFK,SFO,2586.0,-41.0
LGA,CLE,419.0,10.0
JFK,LAX,2475.0,1.0
EWR,PWM,284.0,37.0
LGA,RDU,431.0,4.0
EWR,BUF,282.0,-17.0
EWR,MCO,937.0,5.0
EWR,ATL,746.0,46.0
EWR,DEN,1605.0,11.0
LGA,STL,888.0,6.0
JFK,LAX,2475.0,-11.0
EWR,ORD,719.0,-16.0
JFK,TPA,1005.0,-13.0
EWR,SFO,2565.0,-8.0
EWR,BTV,266.0,15.0
EWR,MKE,725.0,102.0
EWR,DAY,533.0,6.0
EWR,JAX,820.0,31.0
EWR,DTW,488.0,-15.0
JFK,RDU,427.0,-7.0
JFK,BUF,301.0,6.0
EWR,PHX,2133.0,4.0
LGA,DTW,502.0,0.0
LGA,MKE,738.0,-2.0
LGA,BNA,764.0,47.0
EWR,CMH,463.0,47.0
EWR,BWI,169.0,8.0
LGA,MIA,1096.0,-22.0
EWR,DFW,1372.0,16.0
JFK,SLC,1990.0,-55.0
EWR,DTW,488.0,25.0
EWR,MYR,550.0,207.0
JFK,SJU,1598.0,-42.0
LGA,DFW,1389.0,5.0
JFK,LGB,2465.0,-35.0
JFK,BOS,187.0,-1.0
LGA,IAH,1416.0,-11.0
EWR,CVG,569.0,-3.0
LGA,ATL,762.0,8.0
LGA,CLT,544.0,-1.0
JFK,FLL,1069.0,5.0
LGA,CVG,585.0,8.0
EWR,MDW,711.0,24.0
EWR,DCA,199.0,-15.0
EWR,ATL,746.0,2.0
EWR,DFW,1372.0,6.0
LGA,DEN,1620.0,2.0
LGA,CMH,479.0,-2.0
EWR,MIA,1085.0,-4.0
EWR,ORD,719.0,-1.0
JFK,PBI,1028.0,7.0
JFK,BOS,187.0,-6.0
LGA,ORD,733.0,2.0
LGA,ATL,762.0,-2.0
EWR,CLT,529.0,13.0
EWR,GSO,445.0,4.0
LGA,MCO,950.0,21.0
EWR,LAX,2454.0,-2.0
EWR,HOU,1411.0,18.0
LGA,RDU,431.0,8.0
EWR,FLL,1065.0,9.0
JFK,ATL,760.0,-13.0
JFK,LAX,2475.0,-5.0
EWR,BUF,282.0,-20.0
JFK,BUR,2465.0,-20.0
EWR,ROC,246.0,83.0
JFK,SJU,1598.0,-6.0
EWR,MCI,1092.0,288.0
EWR,ALB,143.0,-14.0
JFK,ROC,264.0,45.0
EWR,BDL,116.0,-2.0
EWR,MCO,937.0,5.0
EWR,OMA,1134.0,35.0
JFK,JAX,828.0,3.0
LGA,SRQ,1047.0,12.0
EWR,FLL,1065.0,9.0
EWR,CLT,529.0,96.0
EWR,STL,872.0,44.0
JFK,LAX,2475.0,-17.0
LGA,ATL,762.0,107.0
LGA,MIA,1096.0,-15.0
LGA,MCO,950.0,16.0
EWR,HNL,4963.0,-4.0
JFK,MIA,1089.0,47.0
LGA,CLT,544.0,3.0
EWR,PHX,2133.0,-13.0
LGA,MDW,725.0,-1.0
EWR,RIC,277.0,38.0
JFK,SEA,2422.0,-34.0
JFK,MCO,944.0,25.0
EWR,IAH,1400.0,8.0
JFK,IAD,228.0,-6.0
JFK,PWM,273.0,6.0
LGA,DTW,502.0,30.0
EWR,CHS,628.0,7.0
JFK,BOS,187.0,-10.0
LGA,ATL,762.0,-6.0
LGA,MIA,1096.0,-14.0
EWR,ORD,719.0,-30.0
EWR,MCO,937.0,323.0
JFK,SFO,2586.0,-27.0
LGA,MSP,1020.0,4.0
EWR,BWI,169.0,60.0
EWR,MSN,799.0,39.0
EWR,ORD,719.0,19.0
EWR,PBI,1023.0,20.0
LGA,ATL,762.0,18.0
LGA,FLL,1076.0,14.0
LGA,IAD,229.0,-8.0
JFK,SFO,2586.0,-26.0
EWR,PHX,2133.0,51.0
LGA,IAH,1416.0,1.0
EWR,CLE,404.0,6.0
JFK,SRQ,1041.0,0.0
EWR,MEM,946.0,85.0
LGA,PBI,1035.0,11.0
LGA,RSW,1080.0,8.0
LGA,MSP,1020.0,-4.0
JFK,DCA,213.0,-1.0
LGA,CLT,544.0,-8.0
JFK,BUF,301.0,-21.0
JFK,BUF,301.0,45.0
JFK,CLE,425.0,-8.0
JFK,CLT,541.0,-10.0
JFK,PBI,1028.0,-6.0
LGA,DTW,502.0,32.0
EWR,FLL,1065.0,136.0
JFK,MSY,1182.0,3.0
LGA,FLL,1076.0,15.0
EWR,TPA,997.0,4.0
LGA,MCI,1107.0,34.0
EWR,STL,872.0,28.0
LGA,MIA,1096.0,1.0
JFK,BOS,187.0,23.0
LGA,PBI,1035.0,14.0
LGA,DCA,214.0,-13.0
JFK,PIT,340.0,-17.0
EWR,MCO,937.0,14.0
JFK,ORF,290.0,1.0
LGA,ORD,733.0,2.0
LGA,ATL,762.0,33.0
EWR,CLT,529.0,-5.0
LGA,ATL,762.0,40.0
LGA,CMH,479.0,-2.0
JFK,LAX,2475.0,-26.0
EWR,SEA,2402.0,-2.0
LGA,BOS,184.0,-5.0
EWR,DFW,1372.0,32.0
EWR,BOS,200.0,14.0
JFK,MIA,1089.0,-1.0
JFK,TPA,1005.0,-1.0
JFK,IND,665.0,-13.0
JFK,IAD,228.0,6.0
EWR,TPA,997.0,3.0
EWR,AUS,1504.0,11.0
EWR,BTV,266.0,41.0
EWR,GSP,594.0,27.0
EWR,ORD,719.0,13.0
LGA,MKE,738.0,3.0
LGA,STL,888.0,-12.0
LGA,DFW,1389.0,32.0
LGA,CLE,419.0,65.0
EWR,LAX,2454.0,5.0
EWR,IAH,1400.0,4.0
EWR,DEN,1605.0,-9.0
JFK,BWI,184.0,3.0
LGA,DEN,1620.0,20.0
LGA,RIC,292.0,13.0
JFK,DCA,213.0,-3.0
JFK,LAX,2475.0,-23.0
JFK,MCO,944.0,0.0
LGA,CLT,544.0,-8.0
JFK,SYR,209.0,14.0
LGA,CLT,544.0,26.0
JFK,RDU,427.0,46.0
EWR,CVG,569.0,119.0
JFK,FLL,1069.0,-2.0
JFK,PIT,340.0,9.0
EWR,LAS,2227.0,-37.0
JFK,SFO,2586.0,-11.0
JFK,FLL,1069.0,59.0
LGA,TPA,1010.0,2.0
LGA,XNA,1147.0,41.0
LGA,RDU,431.0,43.0
EWR,MCO,937.0,9.0
JFK,ROC,264.0,17.0
JFK,CMH,483.0,38.0
JFK,MCO,944.0,-1.0
JFK,SJU,1598.0,8.0
LGA,MCO,950.0,6.0
JFK,ORD,740.0,17.0
LGA,DFW,1389.0,30.0
EWR,ATL,746.0,15.0
JFK,MSP,1029.0,0.0
LGA,CLE,419.0,9.0
EWR,RSW,1068.0,35.0
EWR,PIT,319.0,130.0
JFK,RSW,1074.0,25.0
JFK,ORD,740.0,45.0
JFK,SAN,2446.0,-8.0
JFK,SLC,1990.0,1.0
JFK,ATL,760.0,8.0
LGA,ROC,254.0,2.0
JFK,PDX,2454.0,-29.0
LGA,MIA,1096.0,-6.0
EWR,MCI,1092.0,109.0
LGA,PBI,1035.0,24.0
JFK,RSW,1074.0,-4.0
EWR,FLL,1065.0,0.0
JFK,DFW,1391.0,20.0
EWR,FLL,1065.0,13.0
EWR,MIA,1085.0,13.0
LGA,ATL,762.0,26.0
JFK,CVG,589.0,63.0
LGA,ORD,733.0,3.0
EWR,CMH,463.0,69.0
JFK,BNA,765.0,12.0
EWR,BOS,200.0,-6.0
JFK,BOS,187.0,29.0
EWR,GRR,605.0,35.0
JFK,LAS,2248.0,-29.0
LGA,MEM,963.0,8.0
EWR,MKE,725.0,81.0
LGA,RDU,431.0,27.0
JFK,SYR,209.0,20.0
JFK,FLL,1069.0,4.0
LGA,ATL,762.0,10.0
EWR,PHX,2133.0,23.0
JFK,PHL,94.0,1.0
JFK,SFO,2586.0,368.0
EWR,DCA,199.0,67.0
JFK,SJU,1598.0,15.0
JFK,MCO,944.0,14.0
LGA,IAD,229.0,16.0
JFK,RDU,427.0,16.0
LGA,TPA,1010.0,9.0
LGA,BNA,764.0,18.0
JFK,IND,665.0,15.0
EWR,DEN,1605.0,-1.0
LGA,ORD,733.0,20.0
EWR,SFO,2565.0,48.0
EWR,IAH,1400.0,9.0
JFK,MEM,964.0,-5.0
LGA,DTW,502.0,14.0
EWR,RSW,1068.0,20.0
EWR,IAD,212.0,102.0
JFK,SEA,2422.0,-28.0
JFK,LAX,2475.0,-25.0
JFK,DTW,509.0,6.0
EWR,CLE,404.0,-5.0
LGA,MSP,1020.0,23.0
JFK,SFO,2586.0,-30.0
JFK,DEN,1626.0,-18.0
EWR,SAN,2425.0,-39.0
LGA,STL,888.0,3.0
EWR,PHX,2133.0,-10.0
EWR,SDF,642.0,47.0
JFK,RSW,1074.0,-3.0
JFK,MIA,1089.0,1.0
LGA,DFW,1389.0,22.0
EWR,PWM,284.0,96.0
EWR,ORD,719.0,4.0
EWR,MCO,937.0,10.0
EWR,DEN,1605.0,24.0
JFK,BOS,187.0,-10.0
JFK,CLT,541.0,-2.0
EWR,SAT,1569.0,9.0
EWR,BOS,200.0,4.0
JFK,SFO,2586.0,-23.0
LGA,CVG,585.0,-10.0
JFK,LAX,2475.0,-35.0
JFK,AUS,1521.0,-12.0
JFK,CVG,589.0,0.0
EWR,STL,872.0,7.0
JFK,LAS,2248.0,36.0
JFK,PBI,1028.0,25.0
LGA,DTW,502.0,18.0
JFK,SAN,2446.0,22.0
LGA,ORD,733.0,5.0
EWR,SAV,708.0,70.0
JFK,EGE,1747.0,16.0
LGA,CLT,544.0,-6.0
EWR,DFW,1372.0,5.0
LGA,IAH,1416.0,7.0
EWR,BNA,748.0,122.0
LGA,DEN,1620.0,-12.0
EWR,LAX,2454.0,7.0
EWR,ATL,746.0,12.0
EWR,MDW,711.0,82.0
JFK,TPA,1005.0,-18.0
JFK,ORF,290.0,36.0
JFK,AUS,1521.0,38.0
JFK,LAX,2475.0,28.0
JFK,ORD,740.0,6.0
JFK,BNA,765.0,2.0
LGA,ATL,762.0,0.0
LGA,FLL,1076.0,7.0
LGA,ATL,762.0,21.0
EWR,SLC,1969.0,-20.0
JFK,LAX,2475.0,11.0
JFK,MIA,1089.0,-18.0
EWR,PDX,2434.0,2.0
EWR,CLT,529.0,-6.0
EWR,DCA,199.0,82.0
EWR,IAD,212.0,131.0
LGA,DEN,1620.0,-1.0
EWR,DFW,1372.0,6.0
LGA,ATL,762.0,-3.0
EWR,IAH,1400.0,19.0
JFK,SFO,2586.0,-21.0
JFK,BTV,266.0,-2.0
LGA,ATL,762.0,69.0
JFK,SAN,2446.0,4.0
EWR,SAN,2425.0,-28.0
EWR,CVG,569.0,14.0
LGA,ORD,733.0,-2.0
JFK,PDX,2454.0,-44.0
JFK,SAN,2446.0,-44.0
EWR,DTW,488.0,15.0
LGA,XNA,1147.0,15.0
EWR,MCO,937.0,5.0
LGA,DFW,1389.0,28.0
JFK,MCO,944.0,-5.0
LGA,DTW,502.0,-15.0
LGA,MCO,950.0,1.0
EWR,ALB,143.0,71.0
JFK,LAX,2475.0,-32.0
LGA,RDU,431.0,22.0
EWR,ORD,719.0,45.0
EWR,BTV,266.0,54.0
JFK,BOS,187.0,-13.0
JFK,IAD,228.0,-5.0
EWR,MDW,711.0,5.0
LGA,MDW,725.0,9.0
JFK,MCO,944.0,166.0
JFK,FLL,1069.0,38.0
EWR,GSO,445.0,80.0
EWR,BUF,282.0,141.0
JFK,SFO,2586.0,-9.0
EWR,MIA,1085.0,43.0
JFK,FLL,1069.0,-13.0
EWR,MHT,209.0,69.0
JFK,RDU,427.0,-10.0
LGA,ATL,762.0,12.0
JFK,PIT,340.0,49.0
JFK,PHX,2153.0,107.0
LGA,MSP,1020.0,-22.0
EWR,CLE,404.0,-2.0
EWR,ATL,746.0,99.0
LGA,BNA,764.0,1.0
LGA,CMH,479.0,10.0
EWR,RDU,416.0,120.0
EWR,LAX,2454.0,3.0
EWR,PBI,1023.0,28.0
LGA,ORD,733.0,12.0
EWR,RIC,277.0,85.0
LGA,MIA,1096.0,2.0
JFK,PHX,2153.0,35.0
EWR,HOU,1411.0,106.0
LGA,BWI,185.0,-7.0
JFK,LGB,2465.0,-41.0
EWR,SFO,2565.0,47.0
EWR,SEA,2402.0,1.0
EWR,DCA,199.0,81.0
LGA,CLE,419.0,-15.0
JFK,CHS,636.0,-30.0
JFK,SEA,2422.0,-51.0
EWR,ORD,719.0,19.0
EWR,CLT,529.0,3.0
JFK,MSP,1029.0,-26.0
JFK,DTW,509.0,14.0
EWR,SNA,2434.0,9.0
EWR,BWI,169.0,77.0
EWR,LAS,2227.0,-15.0
EWR,ATL,746.0,13.0
JFK,SJC,2569.0,-21.0
EWR,DEN,1605.0,8.0
JFK,BWI,184.0,-24.0
LGA,MCO,950.0,55.0
LGA,PIT,335.0,-23.0
EWR,FLL,1065.0,11.0
JFK,CLT,541.0,44.0
JFK,BUR,2465.0,-24.0
JFK,SJU,1598.0,-25.0
JFK,SEA,2422.0,-20.0
EWR,BWI,169.0,2.0
JFK,OAK,2576.0,-31.0
JFK,BOS,187.0,-31.0
EWR,SEA,2402.0,19.0
LGA,MSP,1020.0,-10.0
JFK,SFO,2586.0,10.0
EWR,CVG,569.0,158.0
EWR,STL,872.0,136.0
EWR,LAX,2454.0,18.0
LGA,STL,888.0,-12.0
JFK,SFO,2586.0,-11.0
EWR,ORD,719.0,10.0
LGA,ATL,762.0,-10.0
JFK,SJU,1598.0,-4.0
LGA,ATL,762.0,-17.0
LGA,DCA,214.0,-19.0
JFK,IAD,228.0,8.0
JFK,ATL,760.0,-16.0
JFK,LAX,2475.0,12.0
LGA,MKE,738.0,-14.0
JFK,MCO,944.0,-7.0
JFK,SJU,1598.0,-1.0
LGA,CLT,544.0,-9.0
JFK,BUF,301.0,28.0
LGA,BUF,292.0,-18.0
JFK,MCO,944.0,-24.0
EWR,PBI,1023.0,7.0
EWR,DFW,1372.0,13.0
JFK,LAS,2248.0,-11.0
EWR,BNA,748.0,7.0
JFK,LAX,2475.0,-9.0
LGA,ORD,733.0,32.0
LGA,DEN,1620.0,45.0
EWR,SFO,2565.0,-25.0
EWR,DAY,533.0,180.0
JFK,TPA,1005.0,-26.0
JFK,SMF,2521.0,-14.0
JFK,SLC,1990.0,-18.0
LGA,IAH,1416.0,25.0
JFK,ORD,740.0,32.0
EWR,PHX,2133.0,-2.0
LGA,MSY,1183.0,-5.0
JFK,PHX,2153.0,-4.0
LGA,RDU,431.0,0.0
EWR,DSM,1017.0,28.0
LGA,CRW,444.0,40.0
LGA,MCO,950.0,-4.0
JFK,MIA,1089.0,-14.0
LGA,IAD,229.0,-9.0
LGA,DFW,1389.0,-20.0
LGA,TPA,1010.0,13.0
JFK,PBI,1028.0,-11.0
JFK,SLC,1990.0,-32.0
LGA,PBI,1035.0,-7.0
EWR,MCO,937.0,102.0
JFK,CMH,483.0,-18.0
LGA,RSW,1080.0,116.0
EWR,CLT,529.0,35.0
JFK,SFO,2586.0,0.0
EWR,BOS,200.0,7.0
JFK,TPA,1005.0,2.0
EWR,OMA,1134.0,64.0
EWR,RIC,277.0,31.0
JFK,CLE,425.0,20.0
EWR,SEA,2402.0,-25.0
EWR,TPA,997.0,12.0
EWR,PWM,284.0,68.0
JFK,CVG,589.0,19.0
JFK,JAX,828.0,-16.0
JFK,CLT,541.0,2.0
LGA,FLL,1076.0,12.0
EWR,IAH,1400.0,-5.0
JFK,LAS,2248.0,34.0
